                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.1808,                0.69604,                 1.0957,                0.91778,                0.89856,                0.96173,                0.65786,                 1.1304,                0.60027,                 1.0801,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.1709,                0.69983,                 1.1039,                0.90945,                0.91641,                 0.9639,                0.66205,                 1.1423,                0.57793,                 1.1024,               0.000614,               0.000614,               0.000614
                     73,                 1.1591,                0.69423,                  1.097,                0.90228,                0.91473,                0.95401,                0.65216,                 1.1681,                0.59885,                 1.1017,              0.0005942,              0.0005942,              0.0005942
                     74,                  1.156,                0.69202,                 1.0916,                0.89493,                0.93498,                0.95945,                0.64908,                 1.1676,                0.58493,                 1.1041,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.1513,                0.67206,                 1.0903,                0.90917,                0.89869,                0.95947,                0.65623,                   1.15,                0.58679,                 1.0907,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.1448,                0.67726,                 1.0866,                0.87489,                0.92879,                0.95722,                0.65581,                 1.1413,                 0.5918,                  1.096,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.1345,                0.67457,                 1.0938,                0.92425,                0.90662,                0.96399,                0.66592,                 1.1474,                0.57453,                 1.0934,               0.000515,               0.000515,               0.000515
                     78,                 1.1671,                 0.6785,                 1.0923,                0.91033,                0.88001,                 0.9584,                0.65186,                 1.1553,                0.59773,                 1.0906,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.1192,                0.65198,                 1.0768,                0.90132,                0.90487,                0.95887,                0.65664,                 1.1262,                0.58689,                 1.0812,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.1255,                0.66317,                 1.0696,                0.93099,                0.89783,                0.95857,                0.63537,                 1.1785,                0.61226,                 1.1057,              0.0004556,              0.0004556,              0.0004556
